WatchedDate,Title,Directors,Year,FsmcRating,Rating,
1998-07-18, Writing Backwards, Louis Lumière, 1896, 64
1998-07-18, The Kiss, William Heise, 1896, 68
1998-07-18, Annabelle Serpentine Dance, Dickson, William Heise, 1895, 49
1998-07-18, Sandow No. 1, W.K.L Dickson, 1894, 58
1998-07-18, Glenroy Brothers (Comic Boxing), Thomas Edison, 1894, 59
1998-07-18, The Cock Fight, W.K.L. Dickson, 1894, 57
1998-07-18, The Barbershop, W.K.L. Dickson, Heise, 1894, 59
1998-07-18, Feeding the Doves, James H. White, 1896, 48
1998-07-18, Seminary Girls, James H. White, 1897, 53
1998-07-18, Sea Bathing, Louis Lumière, 1897, 68
1998-07-18, Children Digging for Clams, Louis Lumière, 1896, 68
1998-07-18, Loading a Boiler, Louis Lumière, 1896, 58
1998-07-18, Dragoons Crossing the Saone, Louis Lumière, 1896, 67
1998-07-18, Prominade of Ostriches, Louis Lumière, 1896, 63
1998-07-18, Childish Quarrel, Louis Lumière, 1896, 61
1998-07-18, Lion London Zoological Garden, Louis Lumière, 1896, 55
1998-07-18, Photograph, Louis Lumière, 1895, 56
1998-07-18, Transformation by Hats, Louis Lumière, 1896, 62
1998-07-18, Carmaux: Drawing Out the Coke, Louis Lumière, 1896, 68
1998-07-18, Poultry Yard, Louis Lumière, 1896, 55
1998-07-18, Arab Procession, Alexandre Promio, 1896, 63
1998-07-18, New York: Brooklyn Bridge, Alexandre Promio, 1896, 66
1998-07-18, New York: Broadway at Union Square, Alexandre Promio, 1896, 66
1998-07-18, Chicago: Parade of Policemen, Alexandre Promio, 1896, 62
1998-07-18, A Trip to the Moon, Georges Méliès, 1902, 72
1998-07-18, McKinley at Home, Canton, OH, American Mutoscope, 1896, 45
1998-07-18, Burro Pack Train on the Chilcoot Pass, Thomas Crahan, 1901, 53
1998-07-18, Skyscrapers of New York City From the North River, J.B. Smith, 1903, 44
1998-07-18, The Georgetown Loop, G.W. Bitzer, 1901, 49
1998-07-18, Earthquake Ruins, New Majestic Theatre and City Hall, [Edison Manufacturing Company], 1906, 50
1998-07-18, The Dog and His Various Merits, [Pathé Frères], 1908, 46
1998-07-18, Moscow Clad in Snow, [Pathé Frères], 1909, 45
1998-07-18, Aeroplane Flight and Wreck (Piloted by M. Cody), [unknown], 1910, 40
1998-07-18, A Fire in a Burlesque Theater, A.E. Weed, 1904, 56
1998-07-18, Airy Fairy Lilliam Tries on Her New Corsets, F.A. Dobson, 1905, 59
1998-07-18, From Show Girl to Burlesque Queen, A.E. Weed, 1903, 43
1998-07-18, Troubles of a Manager of a Burlesque Show, A.E. Weed, 1904, 53
1998-07-18, The Great Train Robbery, William S. Porter, 1903, 73
1998-07-18, The Whole Dam Family and the Dam Dog, William S. Porter, 1905, 57
1998-07-18, Golden Beetle, [Pathé Frères], 1907, 60
1998-07-18, The Hanging Garden, Thom Fitzgerald, 1997, 47
1998-07-19, Workers Leaving The Lumière Factory in Lyon [I], Louis Lumière, 1896, 67
1998-07-19, Baby's Dinner, Louis Lumière, 1895, 65
1998-07-19, Demolition of a Wall, Louis Lumière, 1896, 68
1998-07-19, The Sprinkler Sprinkled, Louis Lumière, 1895, 68
1998-07-19, The Photographical Congress Arrives in Lyon, Louis Lumière, 1895, 53
1998-07-19, Arrival of a train at La Ciotat, Louis Lumière, 1897, 72
1998-07-19, Card Game, Louis Lumière, 1896, 59
1998-07-19, Boat Leaving the Port, Louis Lumière, 1897, 68
1998-07-19, Leaving Jerusalem by Railway, Alexandre Promio, 1897, 67
1998-07-19, Snowball Fight, Louis Lumière, 1897, 71
1998-07-19, A Fire Run, Louis Lumière, 1896, 57
1998-07-19, Niagara Falls, Alexandre Promio, 1896, 57
1998-07-19, Spain: Bullfight [I], Louis Lumière, 1896, 67
1998-07-19, Rough Sea at Dover, Brit Acres & Robert W. Paul, 1895, 50
1998-07-19, Come Along Do!, Robert W. Paul, 1898, 51
1998-07-19, The Derby, Robert W. Paul, 1896, 50
1998-07-19, The Countryman and the Cinematograph, Robert W. Paul, 1901, 58
1998-07-19, A Chess Dispute, Robert W. Paul, 1903, 58
1998-07-19, An Extraordinary Cab Accident, Walter R. Booth & Robert W. Paul, 1903, 52
1998-07-19, Buy Your Own Cherries, Robert W. Paul, 1904, 55
1998-07-19, The '?' Motorist, Walter R. Booth, 1906, 60
1998-07-19, The Miller and the Sweep, George Albert Smith, 1898, 52
1998-07-19, The Kiss in the Tunnel, George Albert Smith, 1899, 55
1998-07-19, Let Me Dream Again, George Albert Smith, 1900, 56
1998-07-19, Grandma's Reading Glass, George Albert Smith, 1900, 52
1998-07-19, As Seen Through the Telescope, George Albert Smith, 1900, 53
1998-07-19, The Sick Kitten, George Albert Smith, 1903, 48
1998-07-19, Mary Jane's Mishap: or, Don't Fool With the Paraffin, George Albert Smith, 1903, 53
1998-07-19, A Daring Daylight Burglary, Frank Mottershaw, 1903, 51
1998-07-19, Desperate Poaching Affray, William Haggar, 1903, 51
1998-07-19, The Kiss in the Tunnel, Riley Brothers, 1899, 53
1998-07-19, Ladies Skirts Nailed to a Fence, Bamforth Films, 1900, 49
1998-07-19, The Biter Bit, Riley Brothers, 1900, 52
1998-07-19, Rough Sea, Bamforth Films, 1900, 51
1998-07-19, Attack on a China Mission--Blue Jacket to the Rescue, James Williamson, 1900, 51
1998-07-19, The Big Swallow, James Williamson, 1901, 55
1998-07-19, Stop Thief!, James Williamson, 1901, 55
1998-07-19, Fire!, James Williamson, 1901, 53
1998-07-19, An Interesting Story, James Williamson, 1904, 52
1998-07-19, Hands on a Hardbody, the Documentary, S.R. Bindler, 1996, 75
1998-07-22, Smoke Signals, Chris Eyre, 1998, 28
1998-07-25, How it Feels to Be Run Over, Cecil M. Hepworth, 1900, 58
1998-07-25, The Explosion of a Motor Car, Cecil M. Hepworth, 1900, 57
1998-07-25, Rescued By Rover, Lewin Fitzhamon & Cecil M. Hepworth, 1905, 59
1998-07-25, The Other Side of the Hedge, Lewin Fitzhamon, 1905, 61
1998-07-25, That Fatal Sneeze, Lewin Fitzhamon, 1907, 51
1998-07-25, A Visit to Peek Fream & Co.'s Biscuit Works, Cricks & Martin Films, 1906, 54
1998-07-25, A Day in the Life of a Coal Miner, Kineto Films, 1910, 49
1998-07-25, What is Seen Through a Keyhole, Ferdinand Zecca, 1901, 51
1998-07-25, Story of a Crime, Ferdinand Zecca, 1901, 68
1998-07-25, Ali Baba, Ferdinand Zecca, 1902, 64
1998-07-25, Rêve et réalité, Ferdinand Zecca, 1901, 64
1998-07-25, Revolution in Russia, Lucien Nonguet, 1905, 50
1998-07-25, Aladdin and His Wonder Lamp, Albert Capellani, 1906, 64
1998-07-25, The Runaway Horse, Louis J. Gasnier, 1908, 54
1998-07-25, A Narrow Escape, Pathé Frères, 1908, 52
1998-07-25, Magic Bricks, Pathé Frères, 1908, 50
1998-07-25, Dewar's Scotch Whisky, International Film Mfg. Company, 1898, 49
1998-07-25, The Gay Shoe Clerk, William S. Porter, 1903, 62
1998-07-25, Dream of a Rarebit Fiend, William S. Porter, 1906, 65
1998-07-26, Small Soldiers, Joe Dante, 1998, 46
1998-07-26, Full Speed, Gaël Morel, 1996, 67
1998-07-26, Saving Private Ryan, Steven Spielberg, 1998, 65
1998-07-29, Henry Fool, Hal Hartley, 1997, 80
1998-08-01, The Untamable Whiskers, Georges Méliès, 1904, 62
1998-08-01, The Cook in Trouble, Georges Méliès, 1904, 61
1998-08-01, Tchin-Chao, the Chinese Conjuror, Georges Méliès, 1904, 60
1998-08-01, The Wonderful Living Fan, Georges Méliès, 1904, 64
1998-08-01, The Mermaid, Georges Méliès, 1904, 76
1998-08-01, The Living Playing Cards, Georges Méliès, 1905, 65
1998-08-01, The Black Imp, Georges Méliès, 1905, 65
1998-08-01, The Enchanted Sedan Chair, Georges Méliès, 1905, 67
1998-08-01, The Scheming Gambler's Paradise, Georges Méliès, 1905, 66-
1998-08-01, The Hilarious Posters, Georges Méliès, 1906, 67
1998-08-01, The Mysterious Retort, Georges Méliès, 1906, 67
1998-08-01, The Eclipse: Courtship of the Sun and Moon, Georges Méliès, 1907, 69
1998-08-01, Good Glue Sticks, Georges Méliès, 1907, 61
1998-08-01, Long Distance Wireless Photography, Georges Méliès, 1908, 66
1998-08-01, The Impossible Voyage, Georges Méliès, 1904, 69
1998-08-01, Gone With the Wind, Victor Fleming, 1939, 63
1998-08-02, Iola's Promise, D.W. Griffith, 1912, 65
1998-08-02, The Goddess of Sagebrush Gulch, D.W. Griffith, 1912, 57
1998-08-02, The Narrow Road, D.W. Griffith, 1912, 58
1998-08-08, Making a Living, Henry Lehrman, 1914, 47
1998-08-08, Kid Auto Races at Venice, Henry Lehrman, 1914, 66
1998-08-08, A Busy Day, Charles Chaplin, 1914, 60
1998-08-08, Mabel's Married Life, Charles Chaplin, 1914, 56
1998-08-08, Laughing Gas, Charles Chaplin, 1914, 50
1998-08-08, The New Janitor, Charles Chaplin, 1914, 44
1998-08-08, Buffalo '66, Vincent Gallo, 1998, 75
1998-08-09, His Trysting Place, Charles Chaplin, 1914, 45
1998-08-09, Getting Acquainted, Charles Chaplin, 1914, 41
1998-08-09, The Fatal Mallet, Mack Sennett, 1914, 43
1998-08-09, Pi, Daren Aronofsky, 1998, 61
1998-08-11, The Second Circle, Aleksandr Sokurov, 1990, 73
1998-08-11, The Shadow, Part 13: The Wheels of Death, James W. Horne, 1940, 35
1998-08-11, His Girl Friday, Howard Hawks, 1940, 97
1998-08-12, Twentieth Century, Howard Hawks, 1934, 89
1998-08-13, The Shadow, Part 14: The Sealed Room, James W. Horne, 1940, 35
1998-08-13, The Apartment, Billy Wilder, 1960,
1998-08-14, Caught in a Cabaret, Mabel Normand, 1914, 54
1998-08-14, Some Like it Hot, Billy Wilder, 1959,
1998-08-15, Marie baie des anges, Manuel Pradal, 1997, 50
1998-08-15, Blood Feast, Gordon Herschell Lewis, 1963, 46
1998-08-16, Between Showers, Henry Lehrman, 1914, 57
1998-08-16, The Masquerader, Charles Chaplin, 1914, 59
1998-08-16, A Film Johnnie, George Nichols, 1914, 65
1998-08-16, Caught in the Rain, Charles Chaplin, 1914, 54
1998-08-16, Mabel's Busy Day, Mabel Normand, 1914, 49
1998-08-16, The Face on the Bar Room Floor, Charles Chaplin, 1914, 46
1998-08-18, It's Always Fair Weather, Gene Kelly & Stanley Donen, 1955, 66
1998-08-21, Days of Heaven, Terence Malick, 1978, 93
1998-08-22, Your Friends & Neighbors, Neil LaBute, 1998, 65
1998-08-23, The Mother and the Whore, Jean Eustache, 1973, 95
1998-08-24, Riverdogs, Robb Moss, 1978, 48
1998-08-24, The Tourist, Robb Moss, 1991, 52
1998-08-25, A Small Domain, Britta Sjogren, 1995, 42
1998-08-25, The Hours and Times, Christopher Münch, 1992, 77
1998-08-26, Color of a Brisk and Leaping Day, Christopher Münch, 1996, 62
1998-08-29, The Mask of Zorro, Martin Campbell, 1998, 47
1998-09-02, The Big Clock, John Farrow, 1948, 65
1998-09-02, The Silver Screen: Color Me Lavender, Mark Rappaport, 1998, 71
1998-09-03, Double Indemnity, Billy Wilder, 1944, 99
1998-09-04, The Killers, Robert Siodmak, 1946, 69
1998-09-05, Mabel's Strange Predicament, Mabel Lehrman, 1914, 48
1998-09-05, Tango Tangles, Mack Sennett, 1914, 53
1998-09-05, The Star Boarder, George Nichols, 1914, 51
1998-09-05, Next Stop Wonderland, Brad Anderson, 1998, 47
1998-09-06, The Thief, Pavel Chukhray, 1997, 51
1998-09-06, Touch of Evil, Orson Welles, 1958, 91
1998-09-07, Cabiria, Giovanni Pastrone, 1914, 73
1998-09-07, Marius and Jeannette, Robert Guédiguian, 1997, 71
1998-09-07, Home, Sweet Home, D.W. Griffith, 1914, 70
1998-09-07, The Rounders, Charles Chaplin, 1914, 69
1998-09-08, Ali: Fear Eats the Soul, Rainer Werner Fassbinder, 1974, 86
1998-09-11, The Godfather, Francis Ford Coppola, 1972, 90
1998-09-12, Tillie's Punctured Romance, Mack Sennett, 1914, 58
1998-09-12, Rounders, John Dahl, 1998, 54
1998-09-15, The Bitter Tears of Petra von Kant, Rainer Werner Fassbinder, 1972, 91
1998-09-16, Metropolis, Fritz Lang, 1926, 84
1998-09-18, Necrology, Standish Lawder, 1971, 71
1998-09-18, One A.M., Charles Chaplin, 1916, 90
1998-09-18, My Name is Oona, Robert Nelson, 1969, 65
1998-09-18, Unsere Afrikareise, James Kubelka, 1966, 77
1998-09-18, Oh Dem Watermelons, Robert Nelson, 1965, 69
1998-09-18, All My Life, Bruce Baillie, 1966, 59
1998-09-18, Bridges Go Round, Shirley Clarke, 1958, 71
1998-09-18, Futility, Greta Snider, 1989, 62
1998-09-18, Breakfast (Table Top Dolly), Michael Snow, 1976, 68
1998-09-19, L'Arrivée, Peter Tscherkassky, 1998, 75
1998-09-19, The Red Button, Marc-Olivier Picron, 1998, 30
1998-09-19, Organ Cranker, Jon Foulk, 1998, 68
1998-09-19, Gossamer, Patrick Cady, 1997, 38
1998-09-19, Human Remains, Jay Rosenblatt, 1998, 78
1998-09-19, Shirtsleeves, Bruce Bennett, 1998, 30
1998-09-19, Ägypten, Kathrin Resetarits, 1997, 58
1998-09-19, Alone. Life Wastes Andy Hardy, Matthew Arnold, 1998, 90
1998-09-19, Charlie Chimp, Chris Smith, 1994, 68
1998-09-19, Tom Wheeler, Chris Smith, 1993, 65
1998-09-19, Mammals That Gnaw, Chris Smith, 1993, 68
1998-09-19, The Escape, Chris Smith, 1995, 61
1998-09-19, Tom's Flesh, Jane C. Wagner and Tom DiMaria, 1995, 64
1998-09-19, 2 or 3 Things But Nothing for Sure, Jane C. Wagner & Tina Di Feliciantonio, 1997, 53
1998-09-19, The History of Texas City, Bill Daniel, 1991, 59
1998-09-19, Hokey Stoke, Bill Daniel, 1994, 59
1998-09-19, Kitchen Sink, Alison Maclean, 1989, 51
1998-09-22, Why Does Herr R. Run Amok?, Rainer Werner Fassbinder, 1970, 67
1998-09-23, The Impostors, Stanley Tucci, 1998, 62
1998-09-24, Funny Games, Michael Haneke, 1997, 78
1998-09-26, Slums of Beverly Hills, Tamara Jenkins, 1998, 53
1998-09-29, Das kleine Chaos, Rainer Werner Fassbinder, 1966, 54
1998-09-29, The Merchant of Four Seasons, Rainer Werner Fassbinder, 1971, 71
1998-10-01, Pleasantville, Gary Ross, 1998, 36
1998-10-01, Rushmore, Wes Anderson, 1998, 94
1998-10-02, Making Sandwiches, Sandra Bullock, 1997, 43
1998-10-02, The Wonderful Ice Cream Suit, Stuart Gordon, 1998, 51
1998-10-03, The Chambermaid on the Titanic, Bigas Luna, 1997, 56
1998-10-03, Blood Simple, Joel Coen, 1984, 83
1998-10-04, Regeneration, Gillies MacKinnon, 1997, 55
1998-10-04, A Soldier's Daughter Never Cries, James Ivory, 1998, 60
1998-10-06, The Mighty, Peter Chelsom, 1998, 47
1998-10-06, Gods and Monsters, Robert Condon, 1998, 39
1998-10-08, Picnic at Hanging Rock, Peter Weir, 1975, 76
1998-10-10, Gadjo dilo, Tony Gatlif, 1997, 66
1998-10-11, One True Thing, Carl Franklin, 1998, 55
1998-10-13, Martha, Rainer Werner Fassbinder, 1973, 75
1998-10-15, They Drive By Night, Raoul Walsh, 1940, 62
1998-10-17, Niagara, Niagara, Bob Gosse, 1997, 51
1998-10-18, Antz, Eric Darnell & Tim Johnson, 1998, 37
1998-10-18, Western, Manuel Poirier, 1997, 71
1998-10-18, Beloved, Johnathan Demme, 1998, 51
1998-10-20, The City Tramp, Rainer Werner Fassbinder, 1966, 52
1998-10-20, Katzelmacher, Rainer Werner Fassbinder, 1969, 49
1998-10-21, Nights of Cabiria, Frederico Fellini, 1957, 91
1998-10-23, Bubba and Ike, Whitney Smith, 1997, 7
1998-10-23, Velvet Goldmine, Todd Haynes, 1998, 70
1998-10-24, Happiness, Todd Solondz, 1998, 70
1998-10-25, Touch of Evil, Orson Welles, 1958, 91
1998-10-27, In a Year of 13 Moons, Rainer Werner Fassbinder, 1978, 88
1998-10-29, Nosferatu, F.W. Murnau, 1922, 85
1998-11-03, Beware of a Holy Whore, Rainer Werner Fassbinder, 1971, 70
1998-11-08, Artemisia, Agnès Merlet, 1997, 45
1998-11-08, Life is Beautiful, Roberto Benigni, 1997, 63
1998-11-09, North on Evers, James Benning, 1992, 57
1998-11-10, Mother Küsters Goes to Heaven, Rainer Werner Fassbinder, 1975, 68
1998-11-15, Meet Joe Black, Martin Brest, 1998, 23
1998-11-17, I Only Want You to Love Me, Ranier Werner Fassbinder, 1976, 74
1998-11-21, Enemy of the State, Tony Scott, 1998, 30
1998-11-22, Celebrity, Woody Allen, 1998, 48
1998-11-22, Elizabeth, Shekhar Kapur, 1998, 46
1998-11-24, Veronika Voss, Rainer Werner Fassbinder, 1982, 86
1998-11-25, Un air de famille, Cédric Klapisch, 1996, 87
1998-11-26, The Celebration, Thomas Vinterberg, 1998, 77
1998-11-27, American History X, Tony Kaye, 1998, 59
1998-11-27, Snake Eyes, Brian DePalma, 1998, 50
1998-11-28, The Wizard of Oz, Victor Fleming, 1939, 80
1998-11-28, The Inheritors, Stefan Ruzowitzky, 1998, 60
1998-11-29, Very Bad Things, Peter Berg, 1998, 48
1998-11-29, The Cruise, Bennett Miller, 1998, 63
1998-11-30, The Fetishist, Jim Trainor, 1997, 55
1998-11-30, Calendar the Siamese, Lewis Klahr, 1997, 63
1998-12-01, Fox and His Friends, Rainer Werner Fassbinder, 1975, 75
1998-12-04, In Flagrante, Chamberlain, 1998, 43
1998-12-05, Geri's Game, Jan Pinkava, 1997, 47
1998-12-05, A Bug's Life, John Lasseter, 1998, 68
1998-12-05, La Désenchantée, Benoît Jacquot, 1990, 65
1998-12-06, Psycho, Gus Van Sant, 1998, 35
1998-12-08, Effi Briest, Rainer Werner Fassbinder, 1974, 71
1998-12-10, The Battleship Potemkin, Sergei Eisenstein, 1925, 66
1998-12-12, Little Voice, Mark Herman, 1998, 34
1998-12-12, A Simple Plan, Sam Raimi, 1998, 72
1998-12-13, Insomnia, Erik Skjoldbjærg, 1997, 70
1998-12-15, Satan's Brew, Rainer Werner Fassbinder, 1976, 69
1998-12-16, Shattered Image, Raoul Ruiz, 1998, 56
1998-12-16, The Faculty, Robert Rodriguez, 1998, 54
1998-12-29, Babe: Pig in the City, George Miller, 1998, 68
1998-12-30, Living Out Loud, Richard LaGravenese, 1998, 54
1998-12-31, The Last Emperor, Bernardo Bertolucci, 1987, 69
1998-12-31, Bottle Rocket, Wes Anderson, 1996, 74
